  0,   243,    15,     0
  1,   270,    57,    15
  2,   255,   163,    72
  3,   265,   205,   235
  4,   271,   206,   440
  5,   258,   192,   646
  6,   271,   206,   838
  7,   253,   204,  1044
  8,   289,   195,  1248
  9,   235,   207,  1443
 10,   254,   239,  1650
 11,   255,   217,  1889
 12,   252,   193,  2106
 13,   231,   199,  2299
 14,   249,   238,  2498
 15,   222,   181,  2736
 16,   221,   167,  2917
 17,   215,   177,  3084
 18,   230,   173,  3261
 19,   237,   186,  3434
 20,   216,   194,  3620
 21,   241,   208,  3814
 22,   192,   164,  4022
 23,   180,   177,  4186
 24,   198,   181,  4363
 25,   212,   222,  4544
 26,   227,   199,  4766
 27,   235,   195,  4965
 28,   238,   194,  5160
 29,   209,   180,  5354
 30,   210,   215,  5534
 31,   241,   225,  5749
 32,   224,   209,  5974
 33,   210,   189,  6183
 34,   192,   179,  6372
 35,   191,   186,  6551
 36,   209,   195,  6737
 37,   250,   209,  6932
 38,   216,   168,  7141
 39,   181,   183,  7309
 40,   227,   189,  7492
 41,   211,   198,  7681
 42,   207,   187,  7879
 43,   195,   208,  8066
 44,   193,   223,  8274
 45,   224,   193,  8497
 46,   224,   202,  8690
 47,   177,   148,  8892
 48,   138,   116,  9040
 49,   173,   153,  9156
 50,   166,   136,  9309
 51,   189,   137,  9445
 52,   146,   135,  9582
 53,   196,   195,  9717
 54,   204,   149,  9912
 55,   164,   174, 10061
 56,   175,   156, 10235
 57,   141,   163, 10391
 58,   157,   181, 10554
 59,   188,   188, 10735
 60,   190,   189, 10923
 61,   216,   203, 11112
 62,   195,   150, 11315
 63,   178,   177, 11465
 64,   202,   171, 11642
 65,   186,   174, 11813
 66,   154,   199, 11987
 67,   177,   195, 12186
 68,   167,   203, 12381
 69,   175,   206, 12584
 70,   165,   174, 12790
 71,   173,   166, 12964
 72,   154,   179, 13130
 73,   196,   191, 13309
 74,   197,   172, 13500
 75,   158,   172, 13672
 76,   169,   175, 13844
 77,   144,   168, 14019
 78,   185,   139, 14187
 79,   138,   148, 14326
 80,     9,     9, 14474
totals:
entered: 16471
arrived: 14483
avg in-simulation duration: 605.0905889663744
