  0,   250,     9,     0
  1,   272,    66,     9
  2,   283,   159,    75
  3,   248,   207,   234
  4,   276,   206,   441
  5,   253,   219,   647
  6,   284,   231,   866
  7,   255,   227,  1097
  8,   234,   245,  1324
  9,   251,   209,  1569
 10,   252,   207,  1778
 11,   255,   255,  1985
 12,   251,   245,  2240
 13,   263,   224,  2485
 14,   243,   230,  2709
 15,   276,   238,  2939
 16,   274,   264,  3177
 17,   254,   213,  3441
 18,   245,   255,  3654
 19,   255,   219,  3909
 20,   248,   241,  4128
 21,   231,   243,  4369
 22,   254,   230,  4612
 23,   238,   212,  4842
 24,   242,   229,  5054
 25,   260,   194,  5283
 26,   243,   262,  5477
 27,   241,   228,  5739
 28,   229,   190,  5967
 29,   219,   249,  6157
 30,   221,   210,  6406
 31,   238,   254,  6616
 32,   248,   180,  6870
 33,   257,   216,  7050
 34,   242,   236,  7266
 35,   242,   284,  7502
 36,   239,   249,  7786
 37,   248,   258,  8035
 38,   204,   206,  8293
 39,   204,   240,  8499
 40,   194,   200,  8739
 41,   226,   241,  8939
 42,   215,   201,  9180
 43,   306,   207,  9381
 44,   272,   238,  9588
 45,   280,   256,  9826
 46,   251,   255, 10082
 47,   252,   250, 10337
 48,   237,   244, 10587
 49,   189,   213, 10831
 50,   215,   250, 11044
 51,   210,   227, 11294
 52,   187,   237, 11521
 53,   199,   232, 11758
 54,   216,   227, 11990
 55,   210,   214, 12217
 56,   218,   217, 12431
 57,   220,   226, 12648
 58,   249,   206, 12874
 59,   227,   264, 13080
 60,   240,   238, 13344
 61,   264,   258, 13582
 62,   271,   228, 13840
 63,   244,   262, 14068
 64,   272,   253, 14330
 65,   267,   276, 14583
 66,   257,   250, 14859
 67,   266,   261, 15109
 68,   257,   259, 15370
 69,   258,   267, 15629
 70,   228,   248, 15896
 71,   238,   263, 16144
 72,   220,   249, 16407
 73,   238,   266, 16656
 74,   230,   219, 16922
 75,   244,   235, 17141
 76,   236,   221, 17376
 77,   238,   237, 17597
 78,   259,   230, 17834
 79,   258,   243, 18064
 80,    10,    12, 18307
totals:
entered: 19490
arrived: 18319
avg in-simulation duration: 397.3742562366941
