  0,   251,    17,     0
  1,   271,    70,    17
  2,   262,   154,    87
  3,   275,   220,   241
  4,   250,   211,   461
  5,   261,   192,   672
  6,   257,   258,   864
  7,   247,   194,  1122
  8,   268,   242,  1316
  9,   223,   196,  1558
 10,   305,   233,  1754
 11,   229,   196,  1987
 12,   288,   231,  2183
 13,   251,   210,  2414
 14,   238,   201,  2624
 15,   268,   229,  2825
 16,   232,   194,  3054
 17,   299,   236,  3248
 18,   208,   137,  3484
 19,   253,   212,  3621
 20,   221,   155,  3833
 21,   197,   183,  3988
 22,   179,   204,  4171
 23,   202,   137,  4375
 24,   247,   211,  4512
 25,   174,   207,  4723
 26,   254,   200,  4930
 27,   194,   192,  5130
 28,   241,   137,  5322
 29,   178,   201,  5459
 30,   226,   114,  5660
 31,   186,   228,  5774
 32,   146,   124,  6002
 33,   261,   200,  6126
 34,   169,   217,  6326
 35,   193,   162,  6543
 36,   190,   328,  6705
 37,   231,   195,  7033
 38,   258,   219,  7228
 39,   154,   140,  7447
 40,   264,   197,  7587
 41,   208,   220,  7784
 42,   268,   168,  8004
 43,   219,   208,  8172
 44,   166,   129,  8380
 45,   202,   200,  8509
 46,   172,   192,  8709
 47,   119,   142,  8901
 48,   217,   197,  9043
 49,   234,   225,  9240
 50,   259,   170,  9465
 51,   196,   184,  9635
 52,   206,   173,  9819
 53,   210,   242,  9992
 54,   257,   164, 10234
 55,   173,   190, 10398
 56,   185,   126, 10588
 57,   178,   238, 10714
 58,   130,   135, 10952
 59,   153,   150, 11087
 60,   174,   212, 11237
 61,   250,   147, 11449
 62,   218,   202, 11596
 63,   209,   144, 11798
 64,   190,   234, 11942
 65,   174,   185, 12176
 66,   215,   154, 12361
 67,   153,   231, 12515
 68,   189,   194, 12746
 69,   227,   198, 12940
 70,   147,   203, 13138
 71,   187,   181, 13341
 72,   153,   179, 13522
 73,   195,   199, 13701
 74,   170,   232, 13900
 75,   229,   213, 14132
 76,   217,   176, 14345
 77,   144,   208, 14521
 78,   216,   210, 14729
 79,   180,   149, 14939
 80,    10,    19, 15088
totals:
entered: 17100
arrived: 15107
avg in-simulation duration: 643.5074468789303
