  0,   267,    11,     0
  1,   252,   115,    11
  2,   261,   126,   126
  3,   263,   233,   252
  4,   259,   211,   485
  5,   264,   226,   696
  6,   256,   211,   922
  7,   242,   198,  1133
  8,   279,   212,  1331
  9,   224,   224,  1543
 10,   281,   218,  1767
 11,   259,   190,  1985
 12,   254,   229,  2175
 13,   280,   216,  2404
 14,   222,   218,  2620
 15,   264,   190,  2838
 16,   224,   211,  3028
 17,   234,   141,  3239
 18,   228,   199,  3380
 19,   226,   154,  3579
 20,   253,   231,  3733
 21,   192,   201,  3964
 22,   218,   218,  4165
 23,   191,   199,  4383
 24,   200,   146,  4582
 25,   201,   185,  4728
 26,   235,   207,  4913
 27,   198,   160,  5120
 28,   190,   188,  5280
 29,   190,   210,  5468
 30,   172,   173,  5678
 31,   214,   182,  5851
 32,   227,   207,  6033
 33,   254,   182,  6240
 34,   246,   242,  6422
 35,   176,   179,  6664
 36,   277,   254,  6843
 37,   168,   191,  7097
 38,   215,   243,  7288
 39,   207,   216,  7531
 40,   242,   156,  7747
 41,   233,   245,  7903
 42,   208,   162,  8148
 43,   224,   242,  8310
 44,   149,   163,  8552
 45,   249,   191,  8715
 46,   227,   217,  8906
 47,   222,   176,  9123
 48,   249,   260,  9299
 49,   185,   154,  9559
 50,   249,   237,  9713
 51,   191,   182,  9950
 52,   197,   200, 10132
 53,   173,   166, 10332
 54,   195,   162, 10498
 55,   169,   225, 10660
 56,   189,   154, 10885
 57,   277,   235, 11039
 58,   212,   143, 11274
 59,   197,   220, 11417
 60,   170,   179, 11637
 61,   156,   135, 11816
 62,   161,   231, 11951
 63,   155,   144, 12182
 64,   197,   211, 12326
 65,   214,   171, 12537
 66,   266,   230, 12708
 67,   164,   138, 12938
 68,   157,   163, 13076
 69,   291,   172, 13239
 70,    99,   123, 13411
 71,   227,   194, 13534
 72,   159,   149, 13728
 73,   226,   168, 13877
 74,   127,   188, 14045
 75,   211,   163, 14233
 76,   188,   273, 14396
 77,   215,   179, 14669
 78,   179,   219, 14848
 79,   274,   263, 15067
 80,    10,    14, 15330
totals:
entered: 17346
arrived: 15344
avg in-simulation duration: 601.0699296141814
