  0,   258,     5,     0
  1,   262,    46,     5
  2,   274,   168,    51
  3,   254,   207,   219
  4,   276,   203,   426
  5,   245,   197,   629
  6,   251,   196,   826
  7,   258,   198,  1022
  8,   255,   219,  1220
  9,   248,   211,  1439
 10,   267,   221,  1650
 11,   253,   224,  1871
 12,   258,   212,  2095
 13,   236,   215,  2307
 14,   234,   177,  2522
 15,   217,   154,  2699
 16,   249,   199,  2853
 17,   230,   213,  3052
 18,   247,   167,  3265
 19,   213,   200,  3432
 20,   257,   164,  3632
 21,   207,   164,  3796
 22,   209,   192,  3960
 23,   217,   159,  4152
 24,   209,   178,  4311
 25,   201,   218,  4489
 26,   205,   205,  4707
 27,   181,   168,  4912
 28,   175,   188,  5080
 29,   232,   203,  5268
 30,   211,   170,  5471
 31,   223,   246,  5641
 32,   247,   210,  5887
 33,   209,   232,  6097
 34,   205,   178,  6329
 35,   199,   191,  6507
 36,   218,   208,  6698
 37,   209,   179,  6906
 38,   199,   207,  7085
 39,   201,   163,  7292
 40,   179,   194,  7455
 41,   186,   213,  7649
 42,   266,   180,  7862
 43,   186,   178,  8042
 44,   190,   172,  8220
 45,   204,   203,  8392
 46,   212,   183,  8595
 47,   186,   196,  8778
 48,   241,   210,  8974
 49,   204,   206,  9184
 50,   167,   140,  9390
 51,   155,   152,  9530
 52,   182,   204,  9682
 53,   143,   157,  9886
 54,   169,   182, 10043
 55,   167,   182, 10225
 56,   242,   190, 10407
 57,   211,   209, 10597
 58,   226,   197, 10806
 59,   207,   201, 11003
 60,   201,   193, 11204
 61,   202,   192, 11397
 62,   195,   201, 11589
 63,   214,   191, 11790
 64,   184,   184, 11981
 65,   223,   217, 12165
 66,   228,   195, 12382
 67,   198,   216, 12577
 68,   196,   228, 12793
 69,   212,   180, 13021
 70,   171,   174, 13201
 71,   236,   180, 13375
 72,   177,   169, 13555
 73,   190,   191, 13724
 74,   145,   218, 13915
 75,   222,   221, 14133
 76,   246,   201, 14354
 77,   261,   215, 14555
 78,   241,   194, 14770
 79,   185,   213, 14964
 80,     6,     8, 15177
totals:
entered: 17255
arrived: 15185
avg in-simulation duration: 610.3722094171881
