  0,   262,     7,     0
  1,   255,    68,     7
  2,   263,   178,    75
  3,   273,   199,   253
  4,   259,   218,   452
  5,   272,   227,   670
  6,   275,   225,   897
  7,   265,   244,  1122
  8,   252,   246,  1366
  9,   246,   215,  1612
 10,   271,   226,  1827
 11,   236,   208,  2053
 12,   266,   241,  2261
 13,   252,   254,  2502
 14,   259,   237,  2756
 15,   273,   225,  2993
 16,   274,   245,  3218
 17,   221,   242,  3463
 18,   242,   231,  3705
 19,   234,   229,  3936
 20,   231,   234,  4165
 21,   224,   234,  4399
 22,   222,   239,  4633
 23,   238,   194,  4872
 24,   244,   248,  5066
 25,   261,   223,  5314
 26,   256,   257,  5537
 27,   249,   252,  5794
 28,   237,   226,  6046
 29,   245,   222,  6272
 30,   236,   220,  6494
 31,   247,   210,  6714
 32,   244,   226,  6924
 33,   249,   222,  7150
 34,   238,   266,  7372
 35,   226,   243,  7638
 36,   224,   247,  7881
 37,   226,   213,  8128
 38,   236,   224,  8341
 39,   237,   237,  8565
 40,   251,   236,  8802
 41,   258,   233,  9038
 42,   261,   259,  9271
 43,   259,   249,  9530
 44,   256,   249,  9779
 45,   238,   211, 10028
 46,   243,   252, 10239
 47,   215,   224, 10491
 48,   209,   237, 10715
 49,   208,   266, 10952
 50,   216,   242, 11218
 51,   218,   244, 11460
 52,   222,   251, 11704
 53,   236,   243, 11955
 54,   267,   245, 12198
 55,   245,   226, 12443
 56,   231,   258, 12669
 57,   230,   245, 12927
 58,   221,   261, 13172
 59,   229,   233, 13433
 60,   247,   232, 13666
 61,   263,   236, 13898
 62,   264,   245, 14134
 63,   285,   251, 14379
 64,   268,   241, 14630
 65,   245,   249, 14871
 66,   259,   251, 15120
 67,   237,   270, 15371
 68,   251,   265, 15641
 69,   245,   279, 15906
 70,   239,   242, 16185
 71,   265,   220, 16427
 72,   281,   243, 16647
 73,   266,   270, 16890
 74,   264,   273, 17160
 75,   256,   250, 17433
 76,   236,   243, 17683
 77,   248,   245, 17926
 78,   232,   269, 18171
 79,   264,   244, 18440
 80,     2,    13, 18684
totals:
entered: 19750
arrived: 18697
avg in-simulation duration: 357.1578862919185
