  0,   245,     8,     0
  1,   275,    56,     8
  2,   265,   161,    64
  3,   264,   214,   225
  4,   269,   213,   439
  5,   267,   222,   652
  6,   274,   225,   874
  7,   264,   216,  1099
  8,   234,   208,  1315
  9,   220,   224,  1523
 10,   239,   228,  1747
 11,   236,   239,  1975
 12,   238,   246,  2214
 13,   229,   204,  2460
 14,   225,   243,  2664
 15,   222,   205,  2907
 16,   223,   217,  3112
 17,   237,   240,  3329
 18,   225,   229,  3569
 19,   235,   242,  3798
 20,   243,   251,  4040
 21,   227,   231,  4291
 22,   227,   227,  4522
 23,   224,   243,  4749
 24,   216,   232,  4992
 25,   225,   211,  5224
 26,   230,   213,  5435
 27,   239,   218,  5648
 28,   245,   227,  5866
 29,   280,   242,  6093
 30,   262,   222,  6335
 31,   236,   260,  6557
 32,   283,   268,  6817
 33,   257,   235,  7085
 34,   243,   233,  7320
 35,   221,   246,  7553
 36,   226,   244,  7799
 37,   250,   245,  8043
 38,   251,   241,  8288
 39,   262,   229,  8529
 40,   256,   218,  8758
 41,   232,   227,  8976
 42,   218,   233,  9203
 43,   223,   258,  9436
 44,   215,   258,  9694
 45,   221,   259,  9952
 46,   249,   226, 10211
 47,   235,   240, 10437
 48,   247,   214, 10677
 49,   262,   237, 10891
 50,   243,   232, 11128
 51,   270,   250, 11360
 52,   254,   225, 11610
 53,   250,   246, 11835
 54,   246,   244, 12081
 55,   242,   233, 12325
 56,   233,   227, 12558
 57,   243,   224, 12785
 58,   239,   254, 13009
 59,   237,   229, 13263
 60,   251,   226, 13492
 61,   223,   275, 13718
 62,   224,   242, 13993
 63,   241,   224, 14235
 64,   249,   219, 14459
 65,   253,   262, 14678
 66,   258,   286, 14940
 67,   262,   242, 15226
 68,   277,   232, 15468
 69,   268,   272, 15700
 70,   248,   255, 15972
 71,   271,   269, 16227
 72,   251,   231, 16496
 73,   274,   253, 16727
 74,   253,   223, 16980
 75,   255,   260, 17203
 76,   260,   244, 17463
 77,   243,   278, 17707
 78,   236,   275, 17985
 79,   230,   271, 18260
 80,     5,    13, 18531
totals:
entered: 19580
arrived: 18544
avg in-simulation duration: 330.37047023295946
